No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
3973,Mitsubishi Pajero Sport 4X4,1396 cc,5 Seats,"1,12,912 kms",Diesel,Manual,1st Owner,2014,9.80 Lakh
3974,Maruti Swift Dzire VDI,1197 cc,5 Seats,"1,23,040 kms",Diesel,Manual,1st Owner,2013,3.34 Lakh
3975,Hyundai i10 Sportz 1.1L,1197 cc,5 Seats,"25,842 kms",Petrol,Manual,1st Owner,2016,3.38 Lakh
3976,Maruti Ignis Delta,1086 cc,5 Seats,"9,453 kms",Petrol,Manual,1st Owner,2022,5.77 Lakh
3977,MG Hector Plus Sharp Diesel MT,1199 cc,5 Seats,"53,449 kms",Diesel,Manual,1st Owner,2021,17.87 Lakh
3978,Hyundai Grand i10 Nios AMT Sportz,1497 cc,5 Seats,"20,688 kms",Petrol,Automatic,1st Owner,2019,6.14 Lakh
3979,Maruti Ciaz ZXi Plus,1582 cc,5 Seats,"64,535 kms",Petrol,Manual,1st Owner,2017,5.92 Lakh
3980,Tata Indigo LX BSIV,998 cc,5 Seats,"1,40,277 kms",Diesel,Manual,1st Owner,2011,1.27 Lakh
3981,Maruti Swift LXI,1197 cc,7 Seats,"35,430 kms",Petrol,Manual,1st Owner,2018,4.22 Lakh
3982,Maruti Swift VXI,1197 cc,5 Seats,"1,34,059 kms",Petrol,Manual,2nd Owner,2013,2.25 Lakh
3983,Hyundai i10 Era,1199 cc,7 Seats,"1,18,858 kms",Petrol,Manual,1st Owner,2008,1.26 Lakh
3984,Honda Jazz VX,1248 cc,7 Seats,"91,449 kms",Petrol,Manual,1st Owner,2019,5.78 Lakh
3985,Honda City VX MT,1248 cc,5 Seats,"31,901 kms",Petrol,Manual,1st Owner,2019,9.80 Lakh
3986,Hyundai Verna 1.6 CRDI AT SX Option,1248 cc,5 Seats,"1,70,290 kms",Diesel,Automatic,1st Owner,2016,5.60 Lakh
3987,Maruti S-Presso VXI Plus 2019-2022,1373 cc,5 Seats,"29,371 kms",Petrol,Manual,1st Owner,2021,4.22 Lakh
3988,Hyundai i20 Active 1.2 SX,1198 cc,7 Seats,"29,723 kms",Petrol,Manual,1st Owner,2016,5.84 Lakh
3989,Maruti Swift Dzire VXI 1.2,1197 cc,5 Seats,"97,679 kms",Petrol,Manual,2nd Owner,2017,4.45 Lakh
3990,Tata Tiago XZA Plus,998 cc,5 Seats,"25,175 kms",Petrol,Automatic,1st Owner,2020,5.80 Lakh
3991,Maruti Ertiga VDI,2179 cc,7 Seats,"72,875 kms",Diesel,Manual,1st Owner,2014,4.99 Lakh
3992,Maruti Vitara Brezza VDi,1197 cc,5 Seats,"77,493 kms",Diesel,Manual,1st Owner,2017,6.75 Lakh
3993,Maruti Ertiga VDI,1498 cc,5 Seats,"2,16,228 kms",Diesel,Manual,1st Owner,2013,4.28 Lakh
3994,Maruti Ertiga BSIV VXI,2494 cc,5 Seats,"57,407 kms",Petrol,Manual,1st Owner,2018,6.96 Lakh
3995,Skoda Fabia 1.2 MPI Elegance,1198 cc,5 Seats,"42,989 kms",Petrol,Manual,1st Owner,2011,1.73 Lakh
3996,Maruti Baleno 1.2 Alpha,1197 cc,5 Seats,"98,193 kms",Petrol,Manual,1st Owner,2018,5.69 Lakh
3997,Maruti Alto K10 2010-2014 VXI,1197 cc,5 Seats,"44,557 kms",Petrol,Manual,2nd Owner,2013,1.73 Lakh
3998,Tata Hexa XTA,1995 cc,7 Seats,"25,331 kms",Diesel,Automatic,1st Owner,2017,11.13 Lakh
3999,Maruti Swift Dzire AMT ZXI Plus,998 cc,5 Seats,"32,459 kms",Petrol,Automatic,1st Owner,2018,6.53 Lakh
4000,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,1199 cc,5 Seats,"19,272 kms",Diesel,Manual,1st Owner,2018,7.60 Lakh
4001,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2179 cc,5 Seats,"1,95,346 kms",Diesel,Manual,1st Owner,2013,5.63 Lakh
4002,Tata Nexon 1.2 Revotron XZ Plus,1197 cc,5 Seats,"8,635 kms",Petrol,Manual,1st Owner,2019,7.54 Lakh
4003,Maruti Swift Dzire ZXI Plus AT,1498 cc,5 Seats,"13,499 kms",Petrol,Automatic,1st Owner,2020,7.50 Lakh
4004,Maruti Baleno Zeta,1197 cc,5 Seats,"21,094 kms",Petrol,Manual,1st Owner,2021,6.91 Lakh
4005,BMW 3 Series 320d,1248 cc,5 Seats,"54,206 kms",Diesel,Automatic,1st Owner,2011,6.91 Lakh
4006,Maruti Zen Estilo VXI BSIV,1248 cc,5 Seats,"59,807 kms",Petrol,Manual,2nd Owner,2010,1.44 Lakh
4007,Skoda Fabia 1.2L Diesel Elegance,814 cc,5 Seats,"96,874 kms",Diesel,Manual,1st Owner,2012,2.40 Lakh
4008,Mahindra XUV500 W10 2WD,1248 cc,5 Seats,"1,00,746 kms",Diesel,Manual,1st Owner,2017,9.75 Lakh
4009,Maruti Swift Dzire VXI 1.2,1194 cc,7 Seats,"24,117 kms",Petrol,Manual,1st Owner,2018,5.73 Lakh
4010,Ford Aspire 1.5 TDCi Titanium,1396 cc,7 Seats,"70,611 kms",Diesel,Manual,1st Owner,2017,4.65 Lakh
4011,Maruti Baleno Zeta,998 cc,5 Seats,"17,771 kms",Petrol,Manual,1st Owner,2021,7.17 Lakh
4012,Maruti Vitara Brezza ZDi,2179 cc,6 Seats,"57,231 kms",Diesel,Manual,1st Owner,2019,8.24 Lakh
4013,Maruti SX4 S Cross DDiS 200 Alpha,1373 cc,5 Seats,"1,71,931 kms",Diesel,Manual,1st Owner,2016,5.21 Lakh
4014,Hyundai EON Magna Plus,1956 cc,7 Seats,"19,311 kms",Petrol,Manual,1st Owner,2015,2.39 Lakh
4015,Maruti SX4 S Cross Alpha DDiS 200 SH,1198 cc,5 Seats,"86,226 kms",Diesel,Manual,1st Owner,2017,6.16 Lakh
4016,Ford Freestyle Titanium Plus Petrol BSIV,1197 cc,5 Seats,"26,404 kms",Petrol,Manual,1st Owner,2018,5.62 Lakh
4017,Tata Indigo LX TDI BSIII,2179 cc,5 Seats,"2,72,610 kms",Diesel,Manual,1st Owner,2015,1.83 Lakh
4018,Hyundai Venue SX Plus Turbo DCT BSIV,1591 cc,5 Seats,"59,215 kms",Petrol,Automatic,1st Owner,2019,10.19 Lakh
4019,Mahindra XUV500 W9 2WD,1197 cc,5 Seats,"47,839 kms",Diesel,Manual,1st Owner,2017,9.91 Lakh
4020,Maruti Ertiga VXI,1497 cc,5 Seats,"22,718 kms",Petrol,Manual,1st Owner,2015,4.72 Lakh
4021,Tata Harrier XZ BSIV,998 cc,5 Seats,"38,807 kms",Diesel,Manual,1st Owner,2019,14.19 Lakh
4022,Mahindra KUV 100 mFALCON D75 K4,1197 cc,5 Seats,"48,995 kms",Diesel,Manual,1st Owner,2017,3.25 Lakh
4023,Maruti Ignis Sigma,1591 cc,5 Seats,"15,536 kms",Petrol,Manual,1st Owner,2021,4.92 Lakh
4024,Mahindra Scorpio VLX 2WD 7 Str BSIII,998 cc,5 Seats,"1,59,581 kms",Diesel,Manual,1st Owner,2009,3.26 Lakh
4025,Hyundai Creta 1.6 VTVT E Plus,1396 cc,5 Seats,"1,12,955 kms",Petrol,Manual,1st Owner,2018,7.02 Lakh
4026,Hyundai i20 Sportz 1.2,1396 cc,7 Seats,"47,654 kms",Petrol,Manual,2nd Owner,2015,4.18 Lakh
4027,Honda City 1.5 V MT,1197 cc,5 Seats,"72,616 kms",Petrol,Manual,2nd Owner,2010,2.92 Lakh
4028,Maruti Alto K10 VXI,1248 cc,7 Seats,"70,524 kms",Petrol,Manual,2nd Owner,2015,2.28 Lakh
4029,Maruti Swift VXI,2179 cc,5 Seats,"71,962 kms",Petrol,Manual,1st Owner,2015,3.83 Lakh
4030,Hyundai Verna 1.6 SX VTVT,1197 cc,5 Seats,"42,078 kms",Petrol,Manual,3rd Owner,2012,3.45 Lakh
4031,Maruti Alto K10 VXI,2523 cc,5 Seats,"21,285 kms",Petrol,Manual,2nd Owner,2017,2.78 Lakh
4032,Tata Indigo LX TDI BSIII,1197 cc,5 Seats,"1,88,395 kms",Diesel,Manual,1st Owner,2013,1.39 Lakh
4033,Tata Indigo LX BSIV,998 cc,5 Seats,"1,21,908 kms",Diesel,Manual,1st Owner,2012,1.27 Lakh
4034,Hyundai i20 Active 1.2 SX,1591 cc,5 Seats,"85,181 kms",Petrol,Manual,1st Owner,2016,5.17 Lakh
4035,Maruti Swift VDI BSIV,1390 cc,7 Seats,"69,264 kms",Diesel,Manual,1st Owner,2014,3.80 Lakh
4036,Mahindra XUV500 W10 2WD,1197 cc,7 Seats,"1,20,838 kms",Diesel,Manual,3rd Owner,2015,7.17 Lakh
4037,Hyundai Grand i10 Magna,814 cc,7 Seats,"99,065 kms",Petrol,Manual,1st Owner,2015,3.12 Lakh
4038,Mahindra Bolero SLX,999 cc,6 Seats,"51,482 kms",Diesel,Manual,1st Owner,2013,4 Lakh
4039,Maruti Swift VXI,1248 cc,5 Seats,"6,546 kms",Petrol,Manual,1st Owner,2021,6.51 Lakh
4040,Maruti Alto K10 VXI,999 cc,5 Seats,"37,331 kms",Petrol,Manual,2nd Owner,2016,2.55 Lakh
4041,Hyundai Verna VTVT 1.6 SX Option,1198 cc,5 Seats,"88,650 kms",Petrol,Manual,2nd Owner,2018,7.69 Lakh
4042,Volkswagen Jetta 1.4 TSI Comfortline,1197 cc,5 Seats,"32,291 kms",Petrol,Manual,1st Owner,2014,5.31 Lakh
4043,Maruti Ignis 1.2 Alpha BSIV,998 cc,5 Seats,"1,10,069 kms",Petrol,Manual,1st Owner,2018,4.27 Lakh
4044,Hyundai EON Era Plus,998 cc,5 Seats,"45,039 kms",Petrol,Manual,1st Owner,2015,2.21 Lakh
4045,Renault Triber RXT BSIV,1498 cc,5 Seats,"21,506 kms",Petrol,Manual,1st Owner,2020,5.53 Lakh
4046,Maruti Ertiga VDI,1197 cc,5 Seats,"1,11,930 kms",Diesel,Manual,1st Owner,2015,5.08 Lakh
4047,Renault Triber RXE,998 cc,7 Seats,"47,993 kms",Petrol,Manual,1st Owner,2021,5.44 Lakh
4048,Mahindra KUV 100 mFALCON G80 K8 AW,1199 cc,5 Seats,"24,318 kms",Petrol,Manual,1st Owner,2017,3.52 Lakh
4049,Hyundai Aura S CNG,998 cc,5 Seats,"67,085 kms",Cng,Manual,1st Owner,2020,7.24 Lakh
4050,Maruti Wagon R VXI BS IV,2755 cc,5 Seats,"87,158 kms",Petrol,Manual,1st Owner,2016,3.11 Lakh
4051,Kia Sonet HTK Plus Turbo DCT,796 cc,5 Seats,"13,633 kms",Petrol,Automatic,1st Owner,2020,7.93 Lakh
4052,Honda City i-DTEC V,998 cc,5 Seats,"83,027 kms",Diesel,Manual,1st Owner,2018,8.01 Lakh
4053,Maruti Swift Dzire VXI 1.2,796 cc,5 Seats,"20,582 kms",Petrol,Manual,1st Owner,2017,5.20 Lakh
4054,Maruti Baleno RS 1.0 Petrol,1462 cc,5 Seats,"34,302 kms",Petrol,Manual,1st Owner,2017,5.69 Lakh
4055,Honda WR-V i-VTEC VX,1197 cc,5 Seats,"25,943 kms",Petrol,Manual,2nd Owner,2018,6.46 Lakh
4056,Hyundai Venue SX Turbo,796 cc,5 Seats,"9,902 kms",Petrol,Manual,1st Owner,2021,9.91 Lakh
4057,Toyota Fortuner 2.8 4WD AT BSIV,1120 cc,5 Seats,"1,32,566 kms",Diesel,Automatic,1st Owner,2017,22.25 Lakh
4058,Maruti Alto 800 LXI,1591 cc,5 Seats,"89,096 kms",Petrol,Manual,1st Owner,2016,5 Lakh
4059,Maruti S-Presso VXI 2019-2022,1364 cc,5 Seats,"21,538 kms",Petrol,Manual,1st Owner,2019,4.51 Lakh
4060,Maruti Alto 800 LXI,1199 cc,5 Seats,"21,325 kms",Petrol,Manual,2nd Owner,2015,1.99 Lakh
4061,Maruti Vitara Brezza VXI,2997 cc,5 Seats,"15,145 kms",Petrol,Manual,1st Owner,2021,8.49 Lakh
4062,Hyundai Venue S Plus,796 cc,5 Seats,"16,591 kms",Petrol,Manual,1st Owner,2021,7.88 Lakh
4063,Maruti Alto LXi BSIII,998 cc,5 Seats,"72,380 kms",Petrol,Manual,2nd Owner,2010,1.50 Lakh
4064,Hyundai Xcent 1.1 CRDi SX,998 cc,5 Seats,"1,05,563 kms",Diesel,Manual,2nd Owner,2015,3.50 Lakh
4065,Hyundai Verna VTVT 1.6 EX,1198 cc,5 Seats,"53,092 kms",Petrol,Manual,1st Owner,2018,6.90 Lakh
4066,Toyota Etios Liva GD,1950 cc,5 Seats,"1,49,852 kms",Diesel,Manual,1st Owner,2011,2.20 Lakh
4067,Honda Jazz 1.2 V i VTEC,1950 cc,5 Seats,"29,587 kms",Petrol,Manual,1st Owner,2015,4.25 Lakh
4068,Honda Accord V6 AT,1991 cc,5 Seats,"60,585 kms",Petrol,Automatic,1st Owner,2017,30 Lakh
4069,Maruti Alto 800 LXI,1997 cc,6 Seats,"72,962 kms",Petrol,Manual,1st Owner,2013,1.85 Lakh
4070,Maruti Wagon R VXI,4367 cc,5 Seats,"75,506 kms",Petrol,Manual,2nd Owner,2016,3.40 Lakh
4071,Maruti Alto K10 VXI,1998 cc,5 Seats,"35,420 kms",Petrol,Manual,1st Owner,2017,2.95 Lakh
4072,Honda Brio E MT,1462 cc,5 Seats,"86,882 kms",Petrol,Manual,1st Owner,2015,2.70 Lakh
4073,Mercedes-Benz GLC 220d 4MATIC,998 cc,5 Seats,"24,000 kms",Diesel,Automatic,1st Owner,2020,56.50 Lakh
4074,Mercedes-Benz GLE 300d,1197 cc,5 Seats,"13,000 kms",Diesel,Automatic,1st Owner,2021,89 Lakh
4075,Mercedes-Benz GLC 200,1199 cc,5 Seats,"15,000 kms",Petrol,Automatic,1st Owner,2021,61 Lakh
4076,Jaguar F-Pace 2.0 R-Dynamic S Diesel,1968 cc,5 Seats,"9,900 kms",Diesel,Automatic,1st Owner,2021,74 Lakh
4077,Land Rover Range Rover 4.4 Diesel LWB Autobiography,1968 cc,5 Seats,"68,500 kms",Diesel,Automatic,1st Owner,2019,1.90 Crore
4078,BMW X4 xDrive30i M Sport Silver Shadow Edition,1995 cc,5 Seats,"7,600 kms",Petrol,Automatic,1st Owner,2022,74.50 Lakh
4079,Maruti XL6 Zeta,1461 cc,5 Seats,"8,349 kms",Petrol,Manual,1st Owner,2021,9.90 Lakh
4080,Maruti Alto K10 VXI AGS Optional,1498 cc,5 Seats,"8,804 kms",Petrol,Automatic,1st Owner,2018,3.35 Lakh
4081,Maruti Swift Dzire VXI,1995 cc,5 Seats,"39,592 kms",Petrol,Manual,1st Owner,2017,4.59 Lakh
4082,Tata Nexon XZA Plus (O) AMT,1199 cc,5 Seats,"11,251 kms",Petrol,Automatic,1st Owner,2020,9.73 Lakh
4083,Audi A3 35 TDI Premium Plus,1086 cc,5 Seats,"39,000 kms",Diesel,Automatic,1st Owner,2020,25.80 Lakh
4084,Audi Q3 35 TDI Quattro Premium Plus,2400 cc,7 Seats,"76,000 kms",Diesel,Automatic,2nd Owner,2016,14.75 Lakh
4085,BMW 5 Series 520d Sedan,1999 cc,7 Seats,"60,000 kms",Diesel,Automatic,1st Owner,2012,10 Lakh
4086,Renault Duster RXZ AWD,1199 cc,7 Seats,"96,000 kms",Diesel,Manual,2nd Owner,2013,3.25 Lakh
4087,Volkswagen Polo 1.5 TDI Trendline,2755 cc,5 Seats,"1,15,000 kms",Diesel,Manual,1st Owner,2016,4.10 Lakh
4088,BMW X3 xDrive20d,2179 cc,5 Seats,"82,000 kms",Diesel,Automatic,1st Owner,2012,13 Lakh
4089,Honda Jazz 1.2 S i VTEC,2998 cc,5 Seats,"91,000 kms",Petrol,Manual,1st Owner,2015,4.50 Lakh
4090,Hyundai i10 Era,1199 cc,5 Seats,"93,000 kms",Petrol,Manual,2nd Owner,2011,1.90 Lakh
4091,Volvo S 80 D5,1399 cc,5 Seats,"81,000 kms",Diesel,Automatic,2nd Owner,2016,13 Lakh
4092,Land Rover Range Rover Evoque 2.0 TD4 SE,1498 cc,5 Seats,"81,000 kms",Diesel,Automatic,2nd Owner,2016,13 Lakh
4093,Honda Amaze S Petrol,2487 cc,5 Seats,"25,102 kms",Petrol,Manual,1st Owner,2019,6.40 Lakh
4094,Toyota Fortuner 2.8 4WD AT BSIV,998 cc,5 Seats,"79,000 kms",Diesel,Automatic,1st Owner,2017,27 Lakh
4095,Tata Safari Storme EX,1461 cc,5 Seats,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,4 Lakh
4096,BMW X7 xDrive 40i,799 cc,5 Seats,"39,000 kms",Petrol,Automatic,1st Owner,2019,1.15 Crore
4097,Tata Tiago 1.2 Revotron XT,2143 cc,5 Seats,"50,000 kms",Petrol,Manual,2nd Owner,2018,3.25 Lakh
4098,Ford Figo Diesel LXI,1461 cc,5 Seats,"90,000 kms",Diesel,Manual,1st Owner,2012,1.60 Lakh
4099,Ford Ecosport 1.5 DV5 MT Titanium,1598 cc,5 Seats,"50,000 kms",Diesel,Manual,1st Owner,2014,5.49 Lakh
4100,Toyota Camry Hybrid 2.5,1298 cc,5 Seats,"20,000 kms",Petrol,Automatic,1st Owner,2019,40.90 Lakh
4101,Maruti Wagon R VXI BSIII,1950 cc,5 Seats,"70,000 kms",Petrol,Manual,2nd Owner,2013,3 Lakh
4102,Renault Duster 85PS Diesel RxL Optional,1197 cc,5 Seats,"1,00,000 kms",Diesel,Manual,1st Owner,2012,4.50 Lakh
4103,Renault KWID RXL,1248 cc,2 Seats,"20,000 kms",Petrol,Manual,2nd Owner,2018,2.70 Lakh
4104,Mercedes-Benz GLE 250d,1197 cc,5 Seats,"49,000 kms",Diesel,Automatic,1st Owner,2017,44 Lakh
4105,Nissan Terrano XL Plus 85 PS,1995 cc,5 Seats,"1,00,000 kms",Diesel,Manual,3rd Owner,2015,4.35 Lakh
4106,Volkswagen Vento Petrol Highline,2523 cc,5 Seats,"35,000 kms",Petrol,Manual,3rd Owner,2012,2.75 Lakh
4107,Maruti Swift ZXI ABS,1086 cc,7 Seats,"61,560 kms",Petrol,Manual,3rd Owner,2007,1.60 Lakh
4108,Mercedes-Benz E-Class Expression E 220 d BSIV,796 cc,8 Seats,"17,000 kms",Diesel,Automatic,1st Owner,2020,58 Lakh
4109,Maruti Swift VXI,1950 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2021,6.80 Lakh
4110,Maruti Ritz VDi,2179 cc,5 Seats,"1,62,000 kms",Diesel,Manual,4th Owner,2009,1.15 Lakh
4111,Maruti Swift Dzire Tour S CNG,2489 cc,5 Seats,"35,000 kms",Cng,Manual,1st Owner,2022,6.50 Lakh
4112,BMW X3 xDrive 20d Luxury Line,2143 cc,5 Seats,"19,000 kms",Diesel,Automatic,1st Owner,2021,60 Lakh
4113,Mahindra Bolero Pik Up Extra Long CBC 1.7T,1997 cc,5 Seats,"80,000 kms",Diesel,Manual,1st Owner,2019,6.10 Lakh
4114,Hyundai Santro Xing XG eRLX Euro II,1199 cc,7 Seats,"1,10,000 kms",Petrol,Manual,5th Owner,2004,"60,000"
4115,Maruti Alto 800 VXI,2354 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2021,4 Lakh
4116,Mercedes-Benz GLC Coupe 300d 4MATIC,1248 cc,5 Seats,"24,900 kms",Diesel,Automatic,1st Owner,2021,71.50 Lakh
4117,Tata Safari Storme VX,4461 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2014,5.20 Lakh
4118,Mahindra Xylo D2,2143 cc,5 Seats,"70,000 kms",Diesel,Manual,1st Owner,2010,3 Lakh
4119,Mercedes-Benz E-Class 220 CDI,1396 cc,7 Seats,"1,80,000 kms",Diesel,Automatic,1st Owner,2012,9.89 Lakh
4120,Jaguar XF 2.0 Petrol Prestige,796 cc,5 Seats,"7,500 kms",Petrol,Automatic,1st Owner,2020,47 Lakh
4121,Tata Tiago 1.2 Revotron XZ,1993 cc,6 Seats,"90,000 kms",Petrol,Manual,1st Owner,2016,2.83 Lakh
4122,Honda CR-V 2.4L 2WD AT,1956 cc,5 Seats,"1,20,000 kms",Petrol,Automatic,3rd Owner,2005,2 Lakh
4123,Maruti SX4 VDI,1197 cc,7 Seats,"1,10,000 kms",Diesel,Manual,2nd Owner,2011,1.80 Lakh
4124,Toyota Land Cruiser VX,2498 cc,5 Seats,"56,000 kms",Diesel,Automatic,1st Owner,2018,1.58 Crore
4125,Mercedes-Benz E-Class E250 CDI Avantgrade,2925 cc,5 Seats,"90,000 kms",Diesel,Automatic,1st Owner,2015,26 Lakh
4126,Hyundai i20 Asta Option 1.4 CRDi,2179 cc,7 Seats,"90,000 kms",Diesel,Manual,3rd Owner,2015,5 Lakh
4127,Maruti Alto LX,1497 cc,5 Seats,"50,000 kms",Petrol,Manual,2nd Owner,2002,"55,000"
4128,Mercedes-Benz C-Class C 220d,1598 cc,5 Seats,"4,000 kms",Diesel,Automatic,1st Owner,2022,62 Lakh
4129,MG Hector Plus Select Diesel MT 7 STR,2925 cc,5 Seats,"10,000 kms",Diesel,Manual,1st Owner,2022,21 Lakh
4130,Hyundai Grand i10 Nios Magna,1086 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2020,5.50 Lakh
4131,Mahindra Thar CRDe,998 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2016,5.50 Lakh
4132,Mercedes-Benz S-Class S 350 d,1197 cc,5 Seats,"13,000 kms",Diesel,Automatic,2nd Owner,2014,47.75 Lakh
4133,Mahindra XUV500 W8 FWD,2993 cc,7 Seats,"41,480 kms",Diesel,Manual,1st Owner,2014,6.44 Lakh
4134,Honda City i VTEC S,1396 cc,7 Seats,"69,088 kms",Petrol,Manual,2nd Owner,2015,5.05 Lakh
4135,Skoda Rapid 1.6 TDI Elegance,1197 cc,7 Seats,"1,05,633 kms",Diesel,Manual,1st Owner,2012,2.86 Lakh
4136,Mercedes-Benz GLS 400d 4MATIC,2982 cc,5 Seats,"15,000 kms",Diesel,Automatic,2nd Owner,2020,1.17 Crore
4137,Hyundai Santro Xing GL Plus LPG,2967 cc,5 Seats,"1,36,154 kms",Lpg,Manual,2nd Owner,2012,1.64 Lakh
4138,Maruti Wagon R VXI BS IV,2179 cc,7 Seats,"50,340 kms",Petrol,Manual,1st Owner,2015,2.93 Lakh
4139,Maruti Baleno 1.2 Delta,1199 cc,5 Seats,"26,320 kms",Petrol,Manual,1st Owner,2017,4.91 Lakh
4140,BMW X5 xDrive 30d xLine,796 cc,5 Seats,"25,000 kms",Diesel,Automatic,1st Owner,2020,83 Lakh
4141,Hyundai i20 Sportz 1.4 CRDi,2987 cc,7 Seats,"31,202 kms",Diesel,Manual,3rd Owner,2016,4.61 Lakh
4142,Maruti Swift VXi BSIV,1197 cc,5 Seats,"87,263 kms",Petrol,Manual,2nd Owner,2010,1.86 Lakh
4143,Toyota Fortuner 4x2 Manual,1956 cc,5 Seats,"94,505 kms",Diesel,Manual,2nd Owner,2015,14.14 Lakh
4144,Audi Q7 45 TDI Quattro Technology,2982 cc,5 Seats,"65,000 kms",Diesel,Automatic,1st Owner,2017,46 Lakh
4145,Mahindra XUV500 W8 FWD,1995 cc,5 Seats,"81,153 kms",Diesel,Manual,2nd Owner,2013,4.62 Lakh
4146,Tata Tiago 1.2 Revotron XT,799 cc,5 Seats,"95,034 kms",Petrol,Manual,1st Owner,2018,3.69 Lakh
4147,Maruti Alto 800 VXI,1582 cc,5 Seats,"5,550 kms",Petrol,Manual,1st Owner,2022,4.09 Lakh
4148,Mercedes-Benz GLS 350d Grand Edition,998 cc,5 Seats,"45,000 kms",Diesel,Automatic,2nd Owner,2016,59.50 Lakh
4149,Hyundai i20 Sportz Plus CVT BSIV,2143 cc,5 Seats,"33,013 kms",Petrol,Automatic,1st Owner,2019,6.89 Lakh
4150,Tata Harrier Camo XZ Plus,1197 cc,5 Seats,"7,585 kms",Diesel,Manual,1st Owner,2021,15.61 Lakh
4151,Toyota Fortuner 3.0 Diesel,1497 cc,5 Seats,"89,611 kms",Diesel,Manual,4th Owner,2010,7.03 Lakh
4152,BMW 5 Series 520d Luxury Line,999 cc,5 Seats,"29,000 kms",Diesel,Automatic,1st Owner,2019,48 Lakh
4153,Renault KWID RXT Optional,2995 cc,4 Seats,"21,732 kms",Petrol,Manual,1st Owner,2016,2.69 Lakh
4154,Hyundai Verna 1.6 SX CRDI (O) AT,1956 cc,5 Seats,"74,750 kms",Diesel,Automatic,1st Owner,2014,5.08 Lakh
4155,Maruti Zen Estilo VXI BSIV,1086 cc,5 Seats,"58,282 kms",Petrol,Manual,2nd Owner,2011,1.59 Lakh
4156,Mercedes-Benz GLE 250d,2184 cc,5 Seats,"45,000 kms",Diesel,Automatic,1st Owner,2019,56 Lakh
4157,Hyundai Grand i10 1.2 Kappa Sportz BSIV,1998 cc,5 Seats,"32,126 kms",Petrol,Manual,1st Owner,2019,4.95 Lakh
4158,Honda City i VTEC V,1197 cc,5 Seats,"79,927 kms",Petrol,Manual,1st Owner,2016,6.40 Lakh
4159,Renault KWID 1.0 RXL,1199 cc,5 Seats,"10,879 kms",Petrol,Manual,1st Owner,2020,3.86 Lakh
4160,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1248 cc,4 Seats,"40,000 kms",Petrol,Automatic,1st Owner,2019,1.92 Crore
4161,Jeep Compass 2.0 Limited Plus,1995 cc,5 Seats,"42,446 kms",Diesel,Manual,1st Owner,2020,17.21 Lakh
4162,Hyundai i10 Magna 1.1L,814 cc,5 Seats,"63,363 kms",Petrol,Manual,3rd Owner,2011,1.78 Lakh
4163,Mahindra Thar LX 4-Str Hard Top Diesel AT,624 cc,5 Seats,"17,280 kms",Diesel,Automatic,2nd Owner,2020,15.58 Lakh
4164,Volvo XC60 B5 Inscripition,1462 cc,5 Seats,"7,000 kms",Petrol,Automatic,1st Owner,2022,68.50 Lakh
4165,Hyundai Grand i10 1.2 Kappa Magna BSIV,2987 cc,7 Seats,"24,623 kms",Petrol,Manual,2nd Owner,2019,4.68 Lakh
4166,Volkswagen Polo Diesel Comfortline 1.2L,814 cc,5 Seats,"56,141 kms",Diesel,Manual,2nd Owner,2011,2.07 Lakh
4167,Maruti Swift Dzire VDI,1248 cc,5 Seats,"1,72,476 kms",Diesel,Manual,1st Owner,2013,3.23 Lakh
4168,BMW X1 sDrive 20d xLine,2179 cc,5 Seats,"25,000 kms",Diesel,Automatic,1st Owner,2019,30 Lakh
4169,Hyundai EON Era Plus,2143 cc,5 Seats,"67,062 kms",Petrol,Manual,2nd Owner,2015,2.01 Lakh
4170,Tata Nano Twist XT,1198 cc,5 Seats,"27,388 kms",Petrol,Manual,2nd Owner,2015,"98,414"
4171,Toyota Urban cruiser High,1198 cc,5 Seats,"4,928 kms",Petrol,Manual,1st Owner,2021,9.38 Lakh
4172,Maserati Ghibli Diesel BSIV,796 cc,5 Seats,"12,000 kms",Diesel,Automatic,1st Owner,2016,66 Lakh
4173,Hyundai EON Magna Plus,2967 cc,5 Seats,"57,607 kms",Petrol,Manual,3rd Owner,2013,1.75 Lakh
4174,Maruti Vitara Brezza ZDi Plus,1197 cc,5 Seats,"82,110 kms",Diesel,Manual,2nd Owner,2016,6.17 Lakh
4175,Mahindra XUV500 W10 2WD,1399 cc,5 Seats,"86,964 kms",Diesel,Manual,2nd Owner,2015,7.75 Lakh
4176,Mercedes-Benz C-Class C 220 CDI Avantgarde,1086 cc,5 Seats,"37,000 kms",Diesel,Automatic,2nd Owner,2015,21.50 Lakh
4177,Volkswagen Polo Petrol Highline 1.2L,1991 cc,5 Seats,"39,971 kms",Petrol,Manual,1st Owner,2013,3.24 Lakh
