No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
4178,Volkswagen Polo 1.2 MPI Highline,1497 cc,5 Seats,"55,783 kms",Petrol,Manual,2nd Owner,2014,3.64 Lakh
4179,Maruti Alto 800 LXI,1582 cc,5 Seats,"52,654 kms",Petrol,Manual,1st Owner,2013,1.71 Lakh
4180,Porsche Cayenne Diesel Platinum Edition,1461 cc,5 Seats,"50,000 kms",Diesel,Automatic,1st Owner,2016,58 Lakh
4181,Maruti Swift VXI,1997 cc,5 Seats,"17,331 kms",Petrol,Manual,1st Owner,2021,5.98 Lakh
4182,Ford Figo Diesel ZXI,1956 cc,5 Seats,"76,438 kms",Diesel,Manual,1st Owner,2011,1.53 Lakh
4183,Hyundai i10 Magna 1.1L,998 cc,5 Seats,"85,035 kms",Petrol,Manual,3rd Owner,2008,1.03 Lakh
4184,Mercedes-Benz E-Class Exclusive E 200,1498 cc,5 Seats,"8,900 kms",Petrol,Automatic,1st Owner,2021,67 Lakh
4185,Honda City i VTEC V,1950 cc,5 Seats,"85,004 kms",Petrol,Manual,2nd Owner,2014,4.61 Lakh
4186,Hyundai Verna SX CRDi AT,1461 cc,7 Seats,"72,229 kms",Diesel,Automatic,1st Owner,2014,5.18 Lakh
4187,Nissan Terrano XL 85 PS,1248 cc,7 Seats,"97,972 kms",Diesel,Manual,2nd Owner,2014,3.92 Lakh
4188,Land Rover Range Rover Sport 2.0 Petrol HSE,1194 cc,5 Seats,"19,500 kms",Petrol,Automatic,1st Owner,2020,1.14 Crore
4189,Tata Harrier XT,4461 cc,5 Seats,"19,230 kms",Diesel,Manual,1st Owner,2021,16.29 Lakh
4190,Maruti Celerio ZXI Optional AMT BSIV,2179 cc,5 Seats,"68,911 kms",Petrol,Automatic,1st Owner,2018,4.39 Lakh
4191,Honda City i DTEC SV,814 cc,5 Seats,"1,05,767 kms",Diesel,Manual,3rd Owner,2015,4.39 Lakh
4192,Mercedes-Benz C-Class Progressive C 200,1199 cc,5 Seats,"28,000 kms",Petrol,Automatic,1st Owner,2019,42.50 Lakh
4193,Renault Duster 85PS Diesel RxL Optional,1998 cc,5 Seats,"1,59,511 kms",Diesel,Manual,2nd Owner,2013,2.66 Lakh
4194,Maruti Swift Dzire LDI Optional,998 cc,4 Seats,"81,325 kms",Diesel,Manual,2nd Owner,2016,4.35 Lakh
4195,Ford Aspire Titanium Plus,1248 cc,5 Seats,"19,904 kms",Petrol,Manual,1st Owner,2020,6.46 Lakh
4196,Toyota Land Cruiser VX,1364 cc,5 Seats,"27,000 kms",Diesel,Automatic,1st Owner,2019,1.69 Crore
4197,Mahindra XUV500 W8 2WD,1998 cc,5 Seats,"1,10,986 kms",Diesel,Manual,2nd Owner,2014,5.41 Lakh
4198,Hyundai EON D Lite Plus,1248 cc,5 Seats,"43,421 kms",Petrol,Manual,2nd Owner,2013,1.76 Lakh
4199,Chevrolet Beat LT,1120 cc,5 Seats,"37,275 kms",Petrol,Manual,1st Owner,2014,2.55 Lakh
4200,BMW X1 sDrive20i xLine,1498 cc,5 Seats,"10,000 kms",Petrol,Automatic,1st Owner,2021,40 Lakh
4201,Maruti Wagon R VXI BS IV,2400 cc,5 Seats,"12,936 kms",Petrol,Manual,1st Owner,2016,3.24 Lakh
4202,Maruti Vitara Brezza LDi Option,1197 cc,7 Seats,"76,535 kms",Diesel,Manual,2nd Owner,2017,5.35 Lakh
4203,Toyota Etios Cross 1.4L VD,1248 cc,4 Seats,"51,260 kms",Diesel,Manual,1st Owner,2014,3.78 Lakh
4204,Mini 3 DOOR John Cooper Works 2019-2020,1498 cc,5 Seats,"40,000 kms",Petrol,Automatic,2nd Owner,2017,34.50 Lakh
4205,Maruti Swift VDI,1999 cc,5 Seats,"53,297 kms",Diesel,Manual,1st Owner,2018,5.64 Lakh
4206,Hyundai Xcent 1.1 CRDi SX Option,3996 cc,5 Seats,"1,04,304 kms",Diesel,Manual,1st Owner,2014,3.12 Lakh
4207,Ford Ecosport 1.5 DV5 MT Titanium,999 cc,5 Seats,"50,141 kms",Diesel,Manual,2nd Owner,2014,4.52 Lakh
4208,Volvo XC60 D5 Inscription,1197 cc,7 Seats,"34,000 kms",Diesel,Automatic,1st Owner,2019,54.50 Lakh
4209,Hyundai Xcent 1.2 Kappa SX,2925 cc,5 Seats,"83,608 kms",Petrol,Manual,2nd Owner,2016,3.92 Lakh
4210,Chevrolet Sail LS ABS,1086 cc,4 Seats,"64,000 kms",Diesel,Manual,1st Owner,2014,2.45 Lakh
4211,Honda Amaze V Diesel BSIV,1493 cc,5 Seats,"72,000 kms",Diesel,Manual,1st Owner,2019,7.25 Lakh
4212,Land Rover Discovery Sport TD4 HSE 7S,1197 cc,5 Seats,"38,000 kms",Diesel,Automatic,1st Owner,2020,48.75 Lakh
4213,Audi RS7 4.0 TFSI,3996 cc,5 Seats,"7,100 kms",Petrol,Automatic,1st Owner,2021,1.75 Crore
4214,Volkswagen Polo 1.0 MPI Comfortline,1968 cc,5 Seats,"48,141 kms",Petrol,Manual,1st Owner,2019,5.72 Lakh
4215,Hyundai i20 Magna,1248 cc,5 Seats,"84,947 kms",Petrol,Manual,3rd Owner,2013,2.50 Lakh
4216,Mercedes-Benz S-Class S 350d,2993 cc,5 Seats,"1,400 kms",Diesel,Automatic,1st Owner,2022,1.77 Crore
4217,Hyundai i10 Era 1.1,1968 cc,5 Seats,"79,857 kms",Petrol,Manual,1st Owner,2009,1.45 Lakh
4218,Hyundai Alcazar Platinum 7-Seater Diesel AT,1498 cc,5 Seats,"12,081 kms",Diesel,Automatic,1st Owner,2021,18.54 Lakh
4219,Hyundai Grand i10 Sportz,1598 cc,5 Seats,"56,384 kms",Petrol,Manual,1st Owner,2015,3.47 Lakh
4220,Audi RS7 4.0 TFSI,2179 cc,5 Seats,"11,500 kms",Petrol,Automatic,1st Owner,2020,1.75 Crore
4221,Audi Q3 2.0 TDI Quattro Premium Plus,998 cc,5 Seats,"72,000 kms",Diesel,Automatic,2nd Owner,2014,13 Lakh
4222,Maruti Baleno 1.3 Alpha,1197 cc,5 Seats,"77,000 kms",Diesel,Manual,2nd Owner,2016,4.50 Lakh
4223,Land Rover Range Rover 3.0 Vogue,814 cc,5 Seats,"60,000 kms",Diesel,Automatic,2nd Owner,2012,18 Lakh
4224,Audi Q5 40 TDI Premium Plus,1197 cc,5 Seats,"27,000 kms",Diesel,Automatic,2nd Owner,2020,44.75 Lakh
4225,Honda Jazz 1.5 S i DTEC,1395 cc,5 Seats,"91,000 kms",Diesel,Manual,1st Owner,2015,4.50 Lakh
4226,Volkswagen Polo GT TDI,1998 cc,5 Seats,"77,000 kms",Diesel,Manual,2nd Owner,2012,2 Lakh
4227,Land Rover Freelander 2 HSE,2487 cc,5 Seats,"71,000 kms",Diesel,Automatic,1st Owner,2014,13.90 Lakh
4228,Hyundai Venue SX Plus Turbo DCT BSIV,1995 cc,7 Seats,"58,499 kms",Petrol,Automatic,1st Owner,2019,10.20 Lakh
4229,Hyundai i10 Asta Sunroof AT,1991 cc,5 Seats,"1,23,445 kms",Petrol,Automatic,1st Owner,2012,2.65 Lakh
4230,Hyundai EON Magna Plus,1373 cc,5 Seats,"47,651 kms",Petrol,Manual,2nd Owner,2013,1.89 Lakh
4231,Hyundai Grand i10 Magna,2982 cc,5 Seats,"42,907 kms",Petrol,Manual,1st Owner,2017,3.96 Lakh
4232,Audi A4 30 TFSI Premium Plus,1196 cc,5 Seats,"99,125 kms",Petrol,Automatic,1st Owner,2017,21.75 Lakh
4233,BMW 5 Series 530i M Sport,998 cc,5 Seats,"46,000 kms",Petrol,Automatic,1st Owner,2019,51.75 Lakh
4234,Lexus ES 300h,1493 cc,5 Seats,"68,000 kms",Petrol,Automatic,1st Owner,2017,39.75 Lakh
4235,BMW 5 Series 520d Luxury Line,1197 cc,5 Seats,"40,500 kms",Diesel,Automatic,1st Owner,2021,54.75 Lakh
4236,Mercedes-Benz GLC 300 4MATIC,1950 cc,5 Seats,"27,000 kms",Petrol,Automatic,1st Owner,2018,43.75 Lakh
4237,Maruti Ciaz 1.4 Delta,1495 cc,5 Seats,"33,877 kms",Petrol,Manual,1st Owner,2018,6.48 Lakh
4238,Toyota Fortuner 4x4 MT,1998 cc,5 Seats,"1,80,396 kms",Diesel,Manual,1st Owner,2014,13.65 Lakh
4239,Ford Aspire 1.2 Ti-VCT Trend,1950 cc,5 Seats,"1,00,135 kms",Petrol,Manual,1st Owner,2016,3.65 Lakh
4240,Maruti Wagon R VXI BS IV,1248 cc,5 Seats,"40,955 kms",Petrol,Manual,2nd Owner,2018,3.65 Lakh
4241,Kia Seltos X-Line AT D,1197 cc,4 Seats,"8,357 kms",Diesel,Automatic,1st Owner,2022,17.58 Lakh
4242,Maruti Swift VXI,1956 cc,5 Seats,"71,234 kms",Petrol,Manual,1st Owner,2016,4.31 Lakh
4243,Mercedes-Benz GLC 220d 4MATIC,1197 cc,5 Seats,"18,000 kms",Diesel,Automatic,1st Owner,2020,58.75 Lakh
4244,Hyundai Accent Executive,1997 cc,4 Seats,"43,308 kms",Petrol,Manual,1st Owner,2012,2.12 Lakh
4245,Audi A4 Technology,1968 cc,5 Seats,"16,000 kms",Petrol,Automatic,1st Owner,2021,41.80 Lakh
4246,Mercedes-Benz E-Class Exclusive E 220d,1950 cc,7 Seats,"32,000 kms",Diesel,Automatic,1st Owner,2019,54.75 Lakh
4247,Maruti Swift Dzire VDI,1998 cc,5 Seats,"1,11,298 kms",Diesel,Manual,2nd Owner,2015,4.28 Lakh
4248,Hyundai i20 Magna Plus BSIV,1493 cc,5 Seats,"5,240 kms",Petrol,Manual,1st Owner,2019,5.78 Lakh
4249,Tata Harrier XZ BSIV,1493 cc,5 Seats,"66,773 kms",Diesel,Manual,1st Owner,2019,13.83 Lakh
4250,Hyundai i20 Magna 1.2,1956 cc,5 Seats,"72,009 kms",Petrol,Manual,1st Owner,2016,4.58 Lakh
4251,Mahindra Thar LX 4-Str Hard Top,1373 cc,5 Seats,"5,500 kms",Petrol,Manual,1st Owner,2022,16.80 Lakh
4252,Audi Q5 30 TDI quattro Premium Plus,1498 cc,5 Seats,"56,500 kms",Diesel,Automatic,1st Owner,2016,23.90 Lakh
4253,Mercedes-Benz C-Class Progressive C 220d,1196 cc,5 Seats,"40,200 kms",Diesel,Automatic,1st Owner,2020,43.75 Lakh
4254,Mini 3 DOOR Cooper S,1197 cc,5 Seats,"4,200 kms",Petrol,Automatic,2nd Owner,2018,43.75 Lakh
4255,Hyundai i20 Asta Opt Diesel,1197 cc,7 Seats,"13,980 kms",Diesel,Manual,2nd Owner,2020,10.59 Lakh
4256,Mahindra TUV 300 T6 Plus,1198 cc,5 Seats,"39,563 kms",Diesel,Manual,1st Owner,2016,5.07 Lakh
4257,Tata Harrier XZ Plus,814 cc,5 Seats,"20,499 kms",Diesel,Manual,1st Owner,2020,19.22 Lakh
4258,Maruti Ciaz VXi Plus,2179 cc,5 Seats,"39,967 kms",Petrol,Manual,1st Owner,2016,5.39 Lakh
4259,Honda Amaze V CVT Diesel BSIV,1582 cc,5 Seats,"87,593 kms",Diesel,Automatic,2nd Owner,2018,5.97 Lakh
4260,Ford Aspire 1.2 Ti-VCT Trend,1968 cc,7 Seats,"41,717 kms",Petrol,Manual,1st Owner,2015,3.92 Lakh
4261,Maruti Swift VXI,1984 cc,7 Seats,"18,946 kms",Petrol,Manual,1st Owner,2021,5.98 Lakh
4262,Maruti Baleno 1.2 Delta,1493 cc,5 Seats,"93,428 kms",Petrol,Manual,1st Owner,2017,4.91 Lakh
4263,Volkswagen Polo 1.2 MPI Comfortline,1248 cc,5 Seats,"44,000 kms",Petrol,Manual,1st Owner,2014,3.90 Lakh
4264,Hyundai EON Magna Plus,1462 cc,5 Seats,"37,646 kms",Petrol,Manual,2nd Owner,2014,2.17 Lakh
4265,Mahindra XUV500 W6 2WD,1998 cc,5 Seats,"31,188 kms",Diesel,Manual,1st Owner,2015,6.59 Lakh
4266,Hyundai Verna 1.6 CRDi EX MT,1999 cc,5 Seats,"78,960 kms",Diesel,Manual,2nd Owner,2014,4.50 Lakh
4267,Audi A4 35 TDI Technology Edition,1395 cc,5 Seats,"45,500 kms",Diesel,Automatic,1st Owner,2014,14.80 Lakh
4268,Audi A6 45 TFSI Technology,1968 cc,5 Seats,"16,000 kms",Petrol,Automatic,0th Owner,2021,57.80 Lakh
4269,Hyundai Verna S Plus Diesel,1968 cc,5 Seats,"7,622 kms",Diesel,Manual,1st Owner,2022,10.66 Lakh
4270,Chevrolet Enjoy TCDi LTZ 7 Seater,1498 cc,5 Seats,"87,365 kms",Diesel,Manual,1st Owner,2014,3.27 Lakh
4271,Maruti Ertiga ZXI AT,1968 cc,5 Seats,"13,672 kms",Petrol,Automatic,1st Owner,2021,10.59 Lakh
4272,Audi A4 Technology,1497 cc,5 Seats,"12,000 kms",Petrol,Automatic,1st Owner,2021,45.90 Lakh
4273,Jaguar XF 2.0 Diesel Prestige,1186 cc,5 Seats,"59,000 kms",Diesel,Automatic,1st Owner,2018,29.80 Lakh
4274,Audi A4 30 TFSI Technology,1198 cc,5 Seats,"41,000 kms",Petrol,Automatic,1st Owner,2018,33.80 Lakh
4275,Audi Q3 35 TDI Quattro Premium,1199 cc,5 Seats,"44,600 kms",Diesel,Automatic,1st Owner,2017,23.90 Lakh
4276,Audi Q3 35 TDI Quattro Premium Plus,1498 cc,5 Seats,"38,500 kms",Diesel,Automatic,2nd Owner,2013,12.80 Lakh
4277,Renault Duster 1.5 Petrol RXL,1396 cc,5 Seats,"33,809 kms",Petrol,Manual,1st Owner,2016,6.15 Lakh
4278,Audi A6 35 TDI Technology,1197 cc,5 Seats,"60,100 kms",Diesel,Automatic,2nd Owner,2015,19.75 Lakh
4279,Ford Aspire Titanium Automatic,1248 cc,5 Seats,"62,168 kms",Petrol,Automatic,1st Owner,2015,4.85 Lakh
4280,Hyundai Grand i10 1.2 CRDi Sportz,1197 cc,5 Seats,"79,500 kms",Diesel,Manual,1st Owner,2016,3.30 Lakh
4281,Nissan Micra XL,1497 cc,5 Seats,"43,732 kms",Petrol,Manual,1st Owner,2012,1.80 Lakh
4282,Honda Amaze V CVT Petrol,1197 cc,5 Seats,"82,200 kms",Petrol,Automatic,1st Owner,2018,5.70 Lakh
4283,Ford Ecosport 1.5 DV5 MT Trend,1197 cc,5 Seats,"66,001 kms",Diesel,Manual,2nd Owner,2014,4.55 Lakh
4284,Hyundai i20 Sportz 1.4 CRDi,1197 cc,5 Seats,"83,204 kms",Diesel,Manual,2nd Owner,2013,3.35 Lakh
4285,Maruti Baleno 1.2 Delta,1197 cc,5 Seats,"58,516 kms",Petrol,Manual,1st Owner,2018,5.75 Lakh
4286,Maruti Ciaz ZDi Plus SHVS,1197 cc,5 Seats,"93,000 kms",Diesel,Manual,1st Owner,2015,5.35 Lakh
4287,Hyundai Grand i10 Sportz,2143 cc,5 Seats,"73,000 kms",Petrol,Manual,1st Owner,2016,4.45 Lakh
4288,Honda City 1.5 S MT,1781 cc,5 Seats,"47,864 kms",Petrol,Manual,1st Owner,2009,2.45 Lakh
4289,Maruti Baleno 1.2 Zeta,1396 cc,5 Seats,"29,000 kms",Petrol,Manual,2nd Owner,2019,6.88 Lakh
4290,Hyundai i20 Magna 1.2,1798 cc,5 Seats,"81,000 kms",Petrol,Manual,1st Owner,2017,5.35 Lakh
4291,Hyundai i20 Asta Option 1.2,1197 cc,5 Seats,"69,000 kms",Petrol,Manual,2nd Owner,2015,5.05 Lakh
4292,Hyundai Grand i10 AT Sportz,1498 cc,5 Seats,"29,000 kms",Petrol,Automatic,1st Owner,2014,4.35 Lakh
4293,Hyundai Grand i10 Sportz,1399 cc,5 Seats,"64,000 kms",Petrol,Manual,1st Owner,2014,3.85 Lakh
4294,Mercedes-Benz C-Class C 220 CDI Avantgarde,1197 cc,7 Seats,"71,000 kms",Diesel,Automatic,2nd Owner,2018,29.75 Lakh
4295,Audi A4 1.8 TFSI,1197 cc,5 Seats,"57,500 kms",Petrol,Automatic,3rd Owner,2013,14.80 Lakh
4296,Hyundai i20 Sportz 1.4 CRDi,799 cc,5 Seats,"83,000 kms",Diesel,Manual,2nd Owner,2013,3.35 Lakh
4297,Audi A6 35 TFSI Matrix,2498 cc,5 Seats,"12,000 kms",Petrol,Automatic,1st Owner,2016,33.80 Lakh
4298,Maruti Baleno Zeta,1461 cc,6 Seats,"29,000 kms",Petrol,Manual,2nd Owner,2019,6.88 Lakh
4299,Volkswagen Vento 1.5 TDI Comfortline,1197 cc,8 Seats,"93,000 kms",Diesel,Manual,1st Owner,2013,3.45 Lakh
4300,Ford Figo Diesel LXI,1461 cc,5 Seats,"90,300 kms",Diesel,Manual,1st Owner,2013,2.10 Lakh
4301,Hyundai Grand i10 Sportz,1198 cc,5 Seats,"73,000 kms",Petrol,Manual,1st Owner,2016,4.45 Lakh
4302,Maruti Baleno 1.2 Delta,2494 cc,5 Seats,"58,000 kms",Petrol,Manual,1st Owner,2018,5.75 Lakh
4303,Renault KWID RXT,1086 cc,5 Seats,"65,292 kms",Petrol,Manual,1st Owner,2017,2.70 Lakh
4304,Mahindra Xylo E4,1199 cc,5 Seats,"1,12,341 kms",Diesel,Manual,1st Owner,2009,1.82 Lakh
4305,Nissan Sunny Diesel XL,1061 cc,5 Seats,"92,540 kms",Diesel,Manual,2nd Owner,2012,1.96 Lakh
4306,Hyundai Grand i10 Sportz,1582 cc,5 Seats,"69,470 kms",Petrol,Manual,1st Owner,2015,3.59 Lakh
4307,Renault Duster 110PS Diesel RxZ,2143 cc,5 Seats,"45,590 kms",Diesel,Manual,2nd Owner,2012,3.54 Lakh
4308,Mahindra KUV 100 NXT D75 K2,1998 cc,5 Seats,"54,137 kms",Diesel,Manual,1st Owner,2018,3.81 Lakh
4309,Toyota Innova 2.5 G (Diesel) 8 Seater,1248 cc,5 Seats,"60,130 kms",Diesel,Manual,2nd Owner,2012,4.65 Lakh
4310,Hyundai i10 Era,1462 cc,5 Seats,"54,858 kms",Petrol,Manual,2nd Owner,2012,2.01 Lakh
4311,Tata Altroz XZ,1197 cc,5 Seats,"11,939 kms",Petrol,Manual,1st Owner,2020,7.80 Lakh
4312,Maruti Wagon R VXI Minor,1199 cc,5 Seats,"41,149 kms",Petrol,Manual,1st Owner,2009,1.30 Lakh
4313,Hyundai Verna 1.6 SX CRDi (O),2143 cc,5 Seats,"2,39,199 kms",Diesel,Manual,1st Owner,2012,3.36 Lakh
4314,Mercedes-Benz GLE 250d,814 cc,5 Seats,"46,100 kms",Diesel,Automatic,1st Owner,2017,45.75 Lakh
4315,BMW X3 xDrive 30i Luxury Line,1396 cc,5 Seats,"18,000 kms",Petrol,Automatic,1st Owner,2021,61.75 Lakh
4316,Maruti Swift VDI,998 cc,7 Seats,"1,03,992 kms",Diesel,Manual,1st Owner,2012,2.88 Lakh
4317,Maruti Brezza VXi,1582 cc,5 Seats,"1,026 kms",Petrol,Manual,1st Owner,2022,9.09 Lakh
4318,Hyundai Grand i10 1.2 Kappa Sportz BSIV,1368 cc,5 Seats,"14,748 kms",Petrol,Manual,1st Owner,2018,4.67 Lakh
4319,Tata Altroz XZ,2179 cc,5 Seats,"9,789 kms",Petrol,Manual,1st Owner,2020,7.98 Lakh
4320,Mercedes-Benz CLA 200 CDI Style,1248 cc,5 Seats,"56,000 kms",Diesel,Automatic,2nd Owner,2015,16 Lakh
4321,Hyundai EON Era Plus,1497 cc,5 Seats,"7,779 kms",Petrol,Manual,1st Owner,2015,2.31 Lakh
4322,Hyundai i20 Magna 1.4 CRDi,1497 cc,5 Seats,"81,867 kms",Diesel,Manual,4th Owner,2015,3.85 Lakh
4323,Maruti Wagon R LXI BS IV,998 cc,5 Seats,"85,232 kms",Petrol,Manual,2nd Owner,2015,2.76 Lakh
4324,Hyundai Verna 1.6 SX CRDi (O),1197 cc,5 Seats,"53,416 kms",Diesel,Manual,2nd Owner,2012,3.61 Lakh
4325,Jeep Compass 1.4 Longitude Plus AT,1197 cc,5 Seats,"78,000 kms",Petrol,Automatic,1st Owner,2018,16.90 Lakh
4326,Mahindra XUV500 W8 FWD,1197 cc,5 Seats,"91,480 kms",Diesel,Manual,1st Owner,2012,4.46 Lakh
4327,Maruti Swift Dzire VDI,1197 cc,5 Seats,"55,385 kms",Diesel,Manual,1st Owner,2017,5.70 Lakh
4328,Honda City i VTEC V,1120 cc,5 Seats,"57,264 kms",Petrol,Manual,1st Owner,2017,6.75 Lakh
4329,Mahindra XUV300 W4 Diesel,998 cc,5 Seats,"15,220 kms",Diesel,Manual,1st Owner,2021,9.23 Lakh
4330,Maruti Wagon R VXI BS IV,1364 cc,5 Seats,"34,438 kms",Petrol,Manual,2nd Owner,2014,2.62 Lakh
4331,Hyundai Grand i10 Sportz,1248 cc,5 Seats,"23,931 kms",Petrol,Manual,1st Owner,2017,4.17 Lakh
4332,Hyundai Xcent 1.2 Kappa S,1197 cc,5 Seats,"32,423 kms",Petrol,Manual,2nd Owner,2014,3.55 Lakh
4333,Maruti Ignis Sigma,799 cc,5 Seats,"6,944 kms",Petrol,Manual,1st Owner,2021,5.16 Lakh
4334,Maruti Baleno 1.2 Delta,1498 cc,5 Seats,"51,906 kms",Petrol,Manual,1st Owner,2018,5.32 Lakh
4335,Hyundai Xcent 1.1 CRDi S Option,1197 cc,5 Seats,"55,975 kms",Diesel,Manual,2nd Owner,2015,3.71 Lakh
4336,Maruti Wagon R AMT VXI,1956 cc,5 Seats,"46,491 kms",Petrol,Automatic,1st Owner,2016,3.58 Lakh
4337,Toyota Platinum Etios 1.4 GXD,1968 cc,5 Seats,"25,330 kms",Diesel,Manual,1st Owner,2018,6.41 Lakh
4338,Maruti Swift VDI,1197 cc,4 Seats,"86,593 kms",Diesel,Manual,2nd Owner,2012,2.88 Lakh
4339,Hyundai i20 Asta,796 cc,5 Seats,"76,634 kms",Petrol,Manual,2nd Owner,2010,2.05 Lakh
4340,Renault KWID RXT,1461 cc,7 Seats,"37,094 kms",Petrol,Manual,2nd Owner,2018,2.82 Lakh
4341,Honda Amaze S i-Dtech,624 cc,5 Seats,"94,817 kms",Diesel,Manual,2nd Owner,2014,3.07 Lakh
4342,Hyundai i10 Magna 1.2,1196 cc,5 Seats,"78,841 kms",Petrol,Manual,4th Owner,2009,1.37 Lakh
4343,Tata Harrier XZ Plus,1493 cc,5 Seats,"30,193 kms",Diesel,Manual,1st Owner,2021,18.55 Lakh
4344,Audi A4 35 TDI Technology,1396 cc,5 Seats,"43,900 kms",Diesel,Automatic,1st Owner,2019,32.80 Lakh
4345,Maruti Swift VXI,936 cc,5 Seats,"60,548 kms",Petrol,Manual,1st Owner,2018,5.02 Lakh
4346,Maruti Alto 800 VXI Optional,1197 cc,4 Seats,"7,517 kms",Petrol,Manual,1st Owner,2019,3.17 Lakh
4347,Nissan Terrano XV 110 PS,1248 cc,5 Seats,"99,348 kms",Diesel,Manual,2nd Owner,2014,4.14 Lakh
4348,Tata Nano Cx BSII,1248 cc,5 Seats,"48,977 kms",Petrol,Manual,1st Owner,2011,"53,250"
4349,Ford Aspire 1.2 Ti-VCT Titanium,1998 cc,5 Seats,"86,754 kms",Petrol,Manual,1st Owner,2015,3.65 Lakh
4350,Mahindra TUV 300 T8,1798 cc,5 Seats,"86,418 kms",Diesel,Manual,1st Owner,2017,5.54 Lakh
4351,Hyundai Venue SX Opt Diesel BSIV,1582 cc,5 Seats,"19,540 kms",Diesel,Manual,1st Owner,2019,10.02 Lakh
4352,Chevrolet Beat Diesel LT,1199 cc,5 Seats,"76,529 kms",Diesel,Manual,1st Owner,2013,1.26 Lakh
4353,Maruti Swift Dzire VXI 1.2,1248 cc,5 Seats,"43,334 kms",Petrol,Manual,1st Owner,2017,5.41 Lakh
4354,Maruti Swift Dzire VDI,1197 cc,5 Seats,"99,515 kms",Diesel,Manual,2nd Owner,2015,4.28 Lakh
4355,Maruti Vitara Brezza VDi,1497 cc,5 Seats,"47,264 kms",Diesel,Manual,1st Owner,2018,6.82 Lakh
4356,BMW 6 Series GT 630i Luxury Line 2018-2021,1582 cc,5 Seats,"20,800 kms",Petrol,Automatic,1st Owner,2019,55.80 Lakh
4357,Audi A4 35 TFSi Premium,1582 cc,5 Seats,"32,000 kms",Petrol,Automatic,1st Owner,2016,20.80 Lakh
4358,Hyundai Elantra CRDi SX,1197 cc,5 Seats,"87,995 kms",Diesel,Manual,2nd Owner,2013,5.33 Lakh
4359,Honda WR-V i-VTEC S,1591 cc,5 Seats,"39,283 kms",Petrol,Manual,1st Owner,2017,5.70 Lakh
4360,Maruti Ciaz VDi Plus SHVS,998 cc,5 Seats,"76,239 kms",Diesel,Manual,2nd Owner,2016,5.48 Lakh
4361,Hyundai i20 Sportz,1395 cc,5 Seats,"1,040 kms",Petrol,Manual,1st Owner,2022,7.67 Lakh
4362,Honda City i-VTEC CVT V,1498 cc,7 Seats,"22,307 kms",Petrol,Automatic,1st Owner,2019,9.15 Lakh
4363,Hyundai Elantra CRDi SX,1248 cc,8 Seats,"55,538 kms",Diesel,Manual,2nd Owner,2013,5.33 Lakh
4364,Hyundai Verna 1.6 SX,998 cc,5 Seats,"90,867 kms",Diesel,Manual,1st Owner,2013,4.14 Lakh
4365,Maruti Ignis Sigma,2179 cc,5 Seats,"23,302 kms",Petrol,Manual,1st Owner,2021,4.91 Lakh
4366,Hyundai Verna VTVT 1.6 SX,2179 cc,5 Seats,"38,990 kms",Petrol,Manual,2nd Owner,2018,7.48 Lakh
4367,Maruti A-Star Vxi,1199 cc,5 Seats,"65,641 kms",Petrol,Manual,1st Owner,2010,1.44 Lakh
4368,Audi A4 30 TFSI Technology,1497 cc,5 Seats,"27,000 kms",Petrol,Automatic,2nd Owner,2018,32.80 Lakh
4369,Volkswagen Vento 1.5 TDI Comfortline,998 cc,5 Seats,"95,129 kms",Diesel,Manual,1st Owner,2013,3.45 Lakh
4370,Maruti Swift Dzire ZDI,1968 cc,5 Seats,"1,35,969 kms",Diesel,Manual,1st Owner,2012,3.46 Lakh
4371,Maruti Wagon R VXI,998 cc,7 Seats,"23,400 kms",Petrol,Manual,3rd Owner,2020,5.11 Lakh
4372,Mahindra Scorpio S7 140 BSIV,1197 cc,5 Seats,"55,461 kms",Diesel,Manual,1st Owner,2018,10.64 Lakh
4373,Mahindra Scorpio SLE BSIV,1353 cc,5 Seats,"72,299 kms",Diesel,Manual,1st Owner,2010,3.70 Lakh
4374,Honda Amaze VX,2179 cc,5 Seats,"5,362 kms",Petrol,Manual,1st Owner,2022,8.16 Lakh
4375,Honda City GXi,1498 cc,6 Seats,"1,22,758 kms",Petrol,Manual,5th Owner,2005,1.05 Lakh
4376,Maruti Wagon R LXI BS IV,1197 cc,5 Seats,"66,081 kms",Petrol,Manual,1st Owner,2012,2.15 Lakh
4377,Audi A6 35 TDI,1197 cc,7 Seats,"85,000 kms",Diesel,Automatic,1st Owner,2015,19.80 Lakh
4378,Maruti Wagon R Stingray VXI,1198 cc,5 Seats,"1,31,022 kms",Petrol,Manual,1st Owner,2015,2.82 Lakh
4379,Maruti Swift VXI,1197 cc,5 Seats,"52,580 kms",Petrol,Manual,1st Owner,2013,2.86 Lakh
4380,Kia Seltos GTX Plus DCT,2179 cc,5 Seats,"41,714 kms",Petrol,Automatic,1st Owner,2020,16.95 Lakh
4381,Mahindra XUV500 W8 FWD,1991 cc,5 Seats,"1,21,446 kms",Diesel,Manual,1st Owner,2012,4.29 Lakh
4382,Honda City VX MT,814 cc,5 Seats,"17,262 kms",Petrol,Manual,1st Owner,2020,12.12 Lakh
4383,Maruti Swift Dzire VXI 1.2,1498 cc,5 Seats,"65,908 kms",Petrol,Manual,1st Owner,2017,5.41 Lakh
